airport_name,airport_kr_name,airport_iata_code,airport_iso_country,airport_continent
Komsomolsk-on-Amur Airport,콤소몰스크-온-아무르 공항,KXK,RU,AS
Sovetskaya Gavan (Maygatka) Airport,소베츠카야 가반(마이가트카) 공항,GVN,RU,AS
Ugolny Yuri Ryktheu Airport,우골니 유리 릭테우 공항,DYR,RU,AS
Provideniya Bay Airport,프로비니아 베이 공항,PVS,RU,EU
Keperveem Airport,케페르빔 공항,KPW,RU,AS
Sokol Airport,소콜 공항,GDX,RU,AS
Markovo Airport,마르코보 공항,KVM,RU,EU
Pevek Airport,페벡 공항,PWE,RU,AS
Severo-Evensk Airport,세베로-에벤스크 공항,SWV,RU,EU
Bogorodskoye Airport,보고로드스코예 공항,BQG,RU,AS
Nikolayevsk-na-Amure Airport,니콜라예프스크나아무레 공항,NLI,RU,AS
Okhotsk Airport,오호츠크 공항,OHO,RU,AS
Yelizovo Airport,옐리조보 공항,PKC,RU,AS
Burevestnik Airport,부레베스트니크 공항,BVV,RU,EU
Iturup Airport,이투루프 공항,ITU,RU,EU
Shakhtyorsk Airport,샤흐티요르스크 공항,EKS,RU,EU
Yuzhno-Kurilsk Mendeleyevo Airport,유즈노쿠릴스크 멘델레예보 공항,DEE,RU,AS
Zonalnoye Airport,조날노예 공항,ZZO,RU,AS
Yuzhno-Sakhalinsk Airport,유즈노사할린스크 공항,UUS,RU,EU
Amgu Airport,암구공항,AEM,RU,AS
Svetlaya Airport,스베틀라야 공항,ETL,RU,EU
Yedinka Airport,예딘카 공항,EDN,RU,EU
Kavalerovo Airport,카발레로보 공항,KVR,RU,AS
Plastun Airport,플라스툰 공항,TLY,RU,AS
Terney Airport,터니 공항,NEI,RU,EU
Vladivostok International Airport,블라디보스토크 국제공항,VVO,RU,EU
Chita-Kadala International Airport,치타-카달라 국제공항,HTA,RU,EU
Bratsk Airport,브라츠크 공항,BTK,RU,AS
Ust-Ilimsk Airport,우스트-일림스크 공항,UIK,RU,AS
Irkutsk International Airport,이르쿠츠크 국제공항,IKT,RU,EU
Bodaybo Airport,보다이보 공항,ODO,RU,AS
Yerbogachen Airport,예르보가헨 공항,ERG,RU,AS
Kirensk Airport,키렌스크 공항,KCK,RU,AS
Preobrazheniye Airport,프레오브라제니예 공항,RZH,RU,AS
Ust-Kut Airport,우스트쿠트 공항,UKX,RU,AS
Baikal International Airport,바이칼 국제공항,UUD,RU,EU
Ujae Atoll Airport,우재환초공항,UJE,MH,OC
Uljin Airport,울진공항,UJN,KR,AS
Boryspil International Airport,보리스필 국제공항,KBP,UA,EU
Kramatorsk Airport,크라마토르스크 공항,KRQ,UA,EU
Mariupol International Airport,마리우폴 국제공항,MPW,UA,EU
Sievierodonetsk Airport,시비에도네츠크 공항,SEV,UA,EU
Dnipro International Airport,드니프로 국제공항,DNK,UA,EU
Zaporizhzhia International Airport,자포리지아 국제공항,OZH,UA,EU
Kryvyi Rih International Airport,크리비 리 국제공항,KWG,UA,EU
Sevastopol International Airport,세바스토폴 국제공항,UKS,UA,EU
Simferopol International Airport,심페로폴 국제공항,SIP,UA,EU
Kerch Airport,케르치 공항,KHC,UA,EU
Mukhaizna Airport,무카이즈나 공항,UKH,OM,AS
Kharkiv International Airport,카르키프 국제공항,HRK,UA,EU
Suprunovka Airport,수프루노프카 공항,PLV,UA,EU
Sumy Airport,수미 공항,UMY,UA,EU
Cherkasy International Airport,체르카시 국제공항,CKC,UA,EU
Kirovograd Airport,키로보그라드 공항,KGO,UA,EU
Ihor Sikorsky Kyiv International Airport (Zhuliany),이호르 시코르스키 키예프 국제공항(줄리아니),IEV,UA,EU
Zhytomyr Airport,지토미르 공항,ZTR,UA,EU
Lutsk Airport,루츠크 공항,UCK,UA,EU
Khmelnytskyi Airport,크멜니츠키 공항,HMJ,UA,EU
Ivano-Frankivsk International Airport,이바노-프란키브스크 국제공항,IFO,UA,EU
Lviv International Airport,리비프 국제공항,LWO,UA,EU
Chernivtsi International Airport,체르니우치 국제공항,CWC,UA,EU
Rivne International Airport,리브네 국제공항,RWN,UA,EU
Ternopil International Airport,테르노필 국제공항,TNL,UA,EU
Uzhhorod International Airport,우주호로드 국제공항,UDJ,UA,EU
Kherson International Airport,헤르손 국제공항,KHE,UA,EU
Mykolaiv International Airport,미콜라이프 국제공항,NLV,UA,EU
Odessa International Airport,오데사 국제공항,ODS,UA,EU
Vinnytsia/Gavyryshivka International Airport,빈니차/가비리시브카 국제공항,VIN,UA,EU
Talagi Airport,탈라기 공항,ARH,RU,EU
Vaskovo Airport,바스코보 공항,VKV,RU,EU
Leshukonskoye Airport,레슈콘스코예 공항,LDG,RU,EU
Naryan Mar Airport,나리얀 마르 공항,NNM,RU,AS
Solovki Airport,솔로브키 공항,CSH,RU,AS
Cherepovets Airport,체레포베츠 공항,CEE,RU,EU
Amderma Airport,암데르마 공항,AMV,RU,AS
Varandey Airport,바란디 공항,VRI,RU,AS
Majeed Bin Abdulaziz Airport,마지드 빈 압둘아지즈 공항,ULH,SA,AS
Kotlas Airport,코틀라스 공항,KSZ,RU,EU
Pulkovo Airport,풀코보 공항,LED,RU,EU
Kirovsk-Apatity Airport,키롭스크-아파티티 공항,KVK,RU,AS
Murmansk Airport,무르만스크 공항,MMK,RU,EU
Pskov Airport,프스코프 공항,PKV,RU,EU
Petrozavodsk Airport,페트로자보츠크 공항,PES,RU,EU
Vologda Airport,볼로그다 공항,VGD,RU,EU
Brest Airport,브레스트 공항,BQT,BY,EU
Gomel Airport,고멜 공항,GME,BY,EU
Vitebsk Vostochny Airport,비테브스크 보스토치니 공항,VTB,BY,EU
Khrabrovo Airport,크라브로보 공항,KGD,RU,EU
Hrodna Airport,흐로드나 공항,GNA,BY,EU
Minsk National Airport,민스크 국립공항,MSQ,BY,EU
Mogilev Airport,모길레프 공항,MVQ,BY,EU
Abakan International Airport,아바칸 국제공항,ABA,RU,EU
Barnaul Airport,바르나울 공항,BAX,RU,AS
Gorno-Altaysk Airport,고르노알타이스크 공항,RGK,RU,EU
Kemerovo Airport,케메로보 공항,KEJ,RU,AS
Baykit Airport,베이킷 공항,BKA,RU,AS
Yeniseysk Airport,예니세이스크 공항,EIE,RU,AS
Yartsevo Airport,야르체보 공항,YAE,RU,AS
Podkamennaya Tunguska Airport,포드카멘나야 퉁구스카 공항,TGP,RU,EU
Severo-Yeniseysk Airport,세베로-예니세이스크 공항,VEO,RU,AS
Tura Mountain Airport,투라 마운틴 공항,GOY,RU,AS
Vanavara Airport,바나바라 공항,VAQ,RU,AS
Boguchany Airport,보구차니 공항,BGS,RU,AS
Kodinsk Airport,코딘스크 공항,KNY,RU,AS
Krasnoyarsk International Airport,크라스노야르스크 국제공항,KJA,RU,EU
Krasnoyarsk Cheremshanka Airport,크라스노야르스크 체렘샨카 공항,KCY,RU,AS
Achinsk Airport,아친스크 공항,ACS,RU,EU
Kyzyl Airport,키질 공항,KYZ,RU,AS
Novosibirsk Tolmachevo Airport,노보시비르스크 톨마체보 공항,OVB,RU,EU
Omsk Central Airport,옴스크 중앙공항,OMS,RU,AS
Strezhevoy Airport,스트레제보이 공항,SWT,RU,AS
Bogashevo Airport,보가셰보 공항,TOF,RU,AS
Spichenkovo Airport,스피첸코보 공항,NOZ,RU,EU
Dikson Airport,딕슨 공항,DKS,RU,AS
Khatanga Airport,카탕가 공항,HTG,RU,AS
Svetlogorsk Airport,스베트로고르스크 공항,SES,RU,AS
Igarka Airport,이가르카 공항,IAA,RU,AS
Norilsk-Alykel Airport,노릴스크-알리켈 공항,NSK,RU,AS
Turukhansk Airport,투루칸스크 공항,THX,RU,AS
Anapa Vityazevo Airport,아나파 비티아제보 공항,AAQ,RU,EU
Yeysk Airport,예이스크 공항,EIK,RU,EU
Gelendzhik Airport,겔렌지크 공항,GDZ,RU,EU
Krasnodar Pashkovsky International Airport,크라스노다르 파슈코프스키 국제공항,KRR,RU,EU
Makhachkala Uytash International Airport,마하치칼라 우이타쉬 국제공항,MCX,RU,EU
Mineralnyye Vody Airport,미네랄니예 보디 공항,MRV,RU,EU
Nalchik Airport,날치크 공항,NAL,RU,EU
Vladikavkaz Beslan International Airport,블라디캅카즈 베슬란 국제공항,OGZ,RU,EU
Magas Airport,하이 공항,IGT,RU,AS
Platov International Airport,샐러리 국제공항,ROV,RU,EU
Taganrog Yuzhny Airport,타간로그 유즈니 공항,TGK,RU,EU
Sochi International Airport,소치 국제공항,AER,RU,EU
Astrakhan Narimanovo Boris M. Kustodiev International Airport,아스트라한 나리마노보 보리스 M. 쿠스토디예프 국제공항,ASF,RU,AS
Elista Airport,엘리스타 공항,ESL,RU,EU
Volgograd International Airport,볼고그라드 국제공항,VOG,RU,EU
Williston Basin International Airport,윌리스턴 분지 국제공항,XWA,US,NA
Spirit Lake Municipal Airport,스피릿 레이크 시립공항,RTL,US,NA
Mertarvik Airport,메르타르빅 공항,WWT,US,NA
Pilot Station Airport,파일럿 스테이션 공항,PQS,US,NA
Chelyabinsk Balandino Airport,첼랴빈스크 발란디노 공항,CEK,RU,EU
Magnitogorsk International Airport,마그니토고르스크 국제공항,MQF,RU,EU
Sabetta International Airport,사베타 국제공항,SBT,RU,AS
Bovanenkovo Airport,보바넨코보 공항,BVJ,RU,AS
Salekhard Airport,살레하르트 공항,SLY,RU,AS
Mys Kamenny Airport,미스 카메니 공항,YMK,RU,EU
Krasnoselkup Airport,크라스노셀쿠프 공항,KKQ,RU,EU
Tarko-Sale Airport,트랩세일 공항,TQL,RU,EU
Urengoy Airport,우렌고이 공항,UEN,RU,EU
Berezovo Airport,베레조보 공항,EZV,RU,AS
Khanty Mansiysk Airport,한티만시스크 공항,HMA,RU,AS
Igrim Airport,이그림 공항,IRM,RU,AS
Kondinskoye Airport,콘딘스코예 공항,KXD,RU,AS
Nyagan Airport,냐간 공항,NYA,RU,EU
Sovetskiy Airport,소베츠키 공항,OVS,RU,AS
Uray Airport,우레이 공항,URJ,RU,AS
Beloyarskiy Airport,벨로야르스키 공항,EYK,RU,EU
Izhevsk Airport,이제프스크 공항,IJK,RU,EU
Pobedilovo Airport,포베딜로보 공항,KVX,RU,EU
Nadym Airport,나딤 공항,NYM,RU,AS
Novy Urengoy Airport,노비 우렌고이 공항,NUX,RU,AS
Nizhnevartovsk Airport,니즈네바르톱스크 공항,NJC,RU,AS
Perm International Airport,페름 국제공항,PEE,RU,EU
Kogalym International Airport,코갈림 국제공항,KGP,RU,AS
Nefteyugansk Airport,네프테유간스크 공항,NFG,RU,AS
Noyabrsk Airport,노야브르스크 공항,NOJ,RU,AS
Surgut Airport,수르구트 공항,SGC,RU,AS
Koltsovo Airport,콜초보 공항,SVX,RU,AS
Remezov Airport,레메조프 공항,RMZ,RU,AS
Tobolsk Airport,토볼스크 공항,TOX,RU,AS
Roshchino International Airport,로시치노 국제공항,TJM,RU,AS
Kurgan Airport,쿠르간 공항,KRO,RU,AS
Balkanabat Airport,발카나바트 공항,BKN,TM,AS
Monument Valley Airport,모뉴먼트 밸리 공항,GMV,US,NA
Ashgabat International Airport,아시가바트 국제공항,ASB,TM,AS
Turkmenbashi International Airport,투르크멘바시 국제공항,KRW,TM,AS
Mary International Airport,메리 국제공항,MYP,TM,AS
Dushanbe Airport,두샨베 공항,DYU,TJ,AS
Kulob Airport,클럽 공항,TJU,TJ,AS
Khujand Airport,후잔트 공항,LBD,TJ,AS
Qurghonteppa International Airport,쿠르곤테파 국제공항,KQT,TJ,AS
Andizhan Airport,안디잔 공항,AZN,UZ,AS
Fergana International Airport,페르가나 국제공항,FEG,UZ,AS
Kokand Airport,코칸드 공항,OQN,UZ,AS
Namangan Airport,나만간 공항,NMA,UZ,AS
Muynak Airport,무이낙 공항,MOK,UZ,AS
Nukus Airport,누쿠스 공항,NCU,UZ,AS
Urgench Airport,우르겐치 공항,UGC,UZ,AS
Navoi Airport,나보이 공항,NVI,UZ,AS
Bukhara International Airport,부하라 국제공항,BHK,UZ,AS
Karshi Airport,카르시 공항,KSQ,UZ,AS
Sugraly Airport,수그라리 공항,AFS,UZ,AS
Samarkand Airport,사마르칸트 공항,SKD,UZ,AS
Termez Airport,테르메스 공항,TMJ,UZ,AS
Tashkent International Airport,타슈켄트 국제공항,TAS,UZ,AS
Kostroma Sokerkino Airport,코스트로마 소케르키노 공항,KMW,RU,EU
Grabtsevo Airport,그라브체보 공항,KLF,RU,EU
Ivanovo South Airport,이바노보 남부 공항,IWA,RU,EU
Staroselye Airport,스타로셀리 공항,RYB,RU,AS
Bryansk Airport,브랸스크 공항,BZK,RU,EU
Zhukovsky International Airport,주코프스키 국제공항,ZIA,RU,EU
Domodedovo International Airport,도모데도보 국제공항,DME,RU,EU
Tunoshna Airport,투노쉬나 공항,IAR,RU,EU
Sheremetyevo International Airport,셰레메티예보 국제공항,SVO,RU,EU
Ostafyevo International Airport,오스타피예보 국제공항,OSF,RU,EU
Belgorod International Airport,벨고로드 국제공항,EGO,RU,EU
Kursk East Airport,쿠르스크 동부 공항,URS,RU,EU
Lipetsk Airport,리페츠크 공항,LPK,RU,EU
Voronezh International Airport,보로네시 국제공항,VOZ,RU,EU
Donskoye Airport,돈스코예 공항,TBW,RU,AS
Manumu Airport,마누무 공항,UUU,PG,OC
Turlatovo Airport,Turlatovo 공항,RZN,RU,EU
Vnukovo International Airport,브누코보 국제공항,VKO,RU,EU
Ukhta Airport,우흐타 공항,UCT,RU,AS
Pechora Airport,페초라 공항,PEX,RU,EU
Usinsk Airport,우신스크 공항,USK,RU,AS
Vorkuta Airport,보르쿠타 공항,VKT,RU,AS
Ust-Tsylma Airport,우스트-칠마 공항,UTS,RU,AS
Syktyvkar Airport,식팁카르 공항,SCW,RU,EU
Nizhny Novgorod Strigino International Airport,니즈니노브고로드 스트리기노 국제공항,GOJ,RU,EU
Bugulma Airport,부굴마 공항,UUA,RU,AS
Kazan International Airport,카잔 국제공항,KZN,RU,EU
Begishevo Airport,베기셰보 공항,NBC,RU,EU
Yoshkar-Ola Airport,요시카르올라 공항,JOK,RU,EU
Cheboksary Airport,체복사리 공항,CSY,RU,EU
Zhigansk Airport,지간스크 공항,ZIX,RU,AS
Ulyanovsk Baratayevka Airport,울리야놉스크 바라타예프카 공항,ULV,RU,EU
Ulyanovsk East Airport,울리야놉스크 동부 공항,ULY,RU,EU
Orenburg Central Airport,오렌부르크 중앙공항,REN,RU,EU
Orsk Airport,오르스크 공항,OSW,RU,AS
Penza Airport,펜자 공항,PEZ,RU,EU
Saransk Airport,사란스크 공항,SKX,RU,EU
Balakovo Airport,발라코보 공항,BWO,RU,AS
Gagarin International Airport,가가린 국제공항,GSV,RU,EU
Beloretsk Airport,벨로레츠크 공항,BCX,RU,AS
Oktyabrskiy Airport,옥탸브리스키 공항,OKT,RU,AS
Ufa International Airport,우파 국제공항,UFA,RU,EU
Kurumoch International Airport,쿠루모치 국제공항,KUF,RU,EU
Shahrisabz Southwest Airport,샤흐리삽즈 사우스웨스트 공항,RBZ,UZ,AS
Urzhar Airport,우르자르 공항,UZR,KZ,AS
Gondia Airport,곤디아 공항,GDB,IN,AS
Sardar Vallabh Bhai Patel International Airport,사다르 발라브 바이 파텔 국제공항,AMD,IN,AS
Akola Airport,아콜라 공항,AKD,IN,AS
Aurangabad Airport,아우랑가바드 공항,IXU,IN,AS
Chhatrapati Shivaji International Airport,차트라파티 시바지 국제공항,BOM,IN,AS
Bilaspur Airport,비라스푸르 공항,PAB,IN,AS
Bhuj Airport,부지 공항,BHJ,IN,AS
Belagavi Airport,벨라가비 공항,IXG,IN,AS
Vadodara Airport,바도다라 공항,BDQ,IN,AS
Raja Bhoj International Airport,라자 보지 국제공항,BHO,IN,AS
Bhavnagar Airport,바브나가르 공항,BHU,IN,AS
Daman Airport,다만 공항,NMB,IN,AS
Dabolim Airport,다볼림 공항,GOI,IN,AS
Hubli Airport,후블리 공항,HBX,IN,AS
Rajkot International Airport,라지코트 국제공항,HSR,IN,AS
Devi Ahilyabai Holkar Airport,데비 아릴야바이 홀카르 공항,IDR,IN,AS
Jabalpur Airport,자발푸르 공항,JLR,IN,AS
Jamnagar Airport,잠나가르 공항,JGA,IN,AS
Kandla Airport,칸들라 공항,IXY,IN,AS
Khajuraho Airport,카주라호 공항,HJR,IN,AS
Kolhapur Airport,콜라푸르 공항,KLH,IN,AS
Keshod Airport,케쇼드 공항,IXK,IN,AS
Nanded Airport,난데드 공항,NDC,IN,AS
Dr. Babasaheb Ambedkar International Airport,박사. 바바사헤브 암베드카르 국제공항,NAG,IN,AS
Nashik Airport,나시크 공항,ISK,IN,AS
Pune Airport / Lohagaon Air Force Station,푸네 공항 / 로하가온 공군기지,PNQ,IN,AS
Porbandar Airport,포르반다르 공항,PBD,IN,AS
Ratnagiri Airport,라트나기리 공항,RTC,IN,AS
Rajkot Airport,라지코트 공항,RAJ,IN,AS
Swami Vivekananda Airport,스와미 비베카난다 공항,RPR,IN,AS
Shirdi Airport,쉬르디 공항,SAG,IN,AS
Solapur Airport,솔라푸르 공항,SSE,IN,AS
Maharana Pratap Airport,마하라나 프라탑 공항,UDR,IN,AS
Bandaranaike International Colombo Airport,반다라나이케 국제 콜롬보 공항,CMB,LK,AS
Anuradhapura Airport,아누라다푸라 공항,ACJ,LK,AS
Batticaloa Airport,바티칼로아 공항,BTC,LK,AS
Colombo Ratmalana Airport,콜롬보 라트말라나 공항,RML,LK,AS
Ampara Airport,암파라 공항,ADP,LK,AS
Jaffna International Airport,자프나 국제공항,JAF,LK,AS
Koggala Airport,코갈라 공항,KCT,LK,AS
China Bay Airport,차이나 베이 공항,TRR,LK,AS
Weerawila Airport,위라윌라 공항,WRZ,LK,AS
Mattala Rajapaksa International Airport,마탈라 라자팍사 국제공항,HRI,LK,AS
Battambang Airport,바탐방 공항,BBM,KH,AS
Kampong Chhnang Airport,캄퐁 치낭 공항,KZC,KH,AS
Koh Kong Airport,코콩 공항,KKZ,KH,AS
Mondulkiri Airport,몬둘키리 공항,MWV,KH,AS
Phnom Penh International Airport,프놈펜 국제공항,PNH,KH,AS
Ratanakiri Airport,라타나키리 공항,RBE,KH,AS
Siem Reap-Angkor International Airport,씨엠립 앙코르 국제공항,SAI,KH,AS
Sihanoukville International Airport,시아누크빌 국제공항,KOS,KH,AS
Krakor Airport,크라코르 공항,KZD,KH,AS
Lagunillas Airport,라구닐라스 공항,LGY,VE,SA
Kamarata Airport,카마라타 공항,KTV,VE,SA
Macagua Airport,마카과 공항,SFX,VE,SA
San Salvador de Paul Airport,산살바도르 데 폴 공항,SVV,VE,SA
Wonken Airport,원켄 공항,WOK,VE,SA
Darbhanga Airport,다르방가 공항,DBR,IN,AS
Azamgarh Airport,아잠가르 공항,AZH,IN,AS
Agartala - Maharaja Bir Bikram Airport,아가르탈라 - 마하라자 비르 비크람 공항,IXA,IN,AS
Bagdogra Airport,바그도그라 공항,IXB,IN,AS
Balurghat Airport,발루르가트 공항,RGH,IN,AS
Shillong Airport,실롱 공항,SHL,IN,AS
Biju Patnaik Airport,비주 파트나익 공항,BBI,IN,AS
Netaji Subhash Chandra Bose International Airport,네타지 수바시 찬드라 보스 국제공항,CCU,IN,AS
Cooch Behar Airport,쿠치 베하르 공항,COH,IN,AS
Chitrakoot Airport,치트라쿠트 공항,CWK,IN,AS
Dhanbad Airport,단바드 공항,DBD,IN,AS
Kazi Nazrul Islam Airport,카지 나즈룰 이슬람 공항,RDP,IN,AS
Gorakhpur Airport,고락푸르 공항,GOP,IN,AS
Lokpriya Gopinath Bordoloi International Airport,록프리야 고피나스 보르돌로이 국제공항,GAU,IN,AS
Gaya Airport,가야공항,GAY,IN,AS
Imphal Airport,임팔 공항,IMF,IN,AS
Jharsuguda Airport,자르수구다 공항,JRG,IN,AS
Jeypore Airport,제이포어 공항,PYB,IN,AS
Sonari Airport,소나리 공항,IXW,IN,AS
Jorhat Airport,조르하트 공항,JRH,IN,AS
Kushinagar International Airport,쿠시나가라 국제공항,KBK,IN,AS
Kamalpur Airport,카말푸르 공항,IXQ,IN,AS
Kailashahar Airport,카일라샤하르 공항,IXH,IN,AS
Silchar Airport,실차르 공항,IXS,IN,AS
Khowai Airport,코와이 공항,IXN,IN,AS
Lengpui Airport,렝푸이 공항,AJL,IN,AS
Lilabari North Lakhimpur Airport,릴라바리 노스 라힘푸르 공항,IXI,IN,AS
Malda Airport,말다 공항,LDA,IN,AS
Dibrugarh Airport,디브루가 공항,DIB,IN,AS
Dimapur Airport,디마푸르 공항,DMU,IN,AS
Muzaffarpur Airport,무자파르푸르 공항,MZU,IN,AS
Pasighat Airport,파시가트 공항,IXT,IN,AS
Jay Prakash Narayan Airport,제이 프라카시 나라얀 공항,PAT,IN,AS
Birsa Munda Airport,비르사 문다 공항,IXR,IN,AS
Rourkela Airport,루켈라 공항,RRK,IN,AS
Rupsi Airport,루시 공항,RUP,IN,AS
Tezpur Airport,테즈푸르 공항,TEZ,IN,AS
Visakhapatnam Airport,비사카파트남 공항,VTZ,IN,AS
Ziro Airport,제로공항,ZER,IN,AS
Barisal Airport,바리살 공항,BZL,BD,AS
Cox's Bazar Airport,콕스 바자르 공항,CXB,BD,AS
Comilla Airport,코밀라 공항,CLA,BD,AS
Shah Amanat International Airport,샤 아마나트 국제공항,CGP,BD,AS
Ishurdi Airport,이슈르디 공항,IRD,BD,AS
Jessore Airport,제소르 공항,JSR,BD,AS
Shah Mokhdum Airport,샤목둠 공항,RJH,BD,AS
Saidpur Airport,사이드푸르 공항,SPD,BD,AS
Thakurgaon Airport,타쿠르가온 공항,TKR,BD,AS
Shamshernagar Airport,샴셰르나가르 공항,ZHM,BD,AS
Osmany International Airport,오스마니 국제공항,ZYL,BD,AS
Hazrat Shahjalal International Airport,하즈라트 샤잘랄 국제공항,DAC,BD,AS
Hong Kong International Airport,홍콩 국제공항,HKG,HK,AS
Prayagraj Airport,프라야그라즈 공항,IXD,IN,AS
Sri Guru Ram Dass Jee International Airport,스리 구루 람 다스 지 국제공항,ATQ,IN,AS
Adampur Airport,아담푸르 공항,AIP,IN,AS
Nal Airport,날 공항,BKB,IN,AS
Lal Bahadur Shastri Airport,랄 바하두르 샤스트리 공항,VNS,IN,AS
