airport_name,airport_kr_name,airport_iata_code,airport_continent,airport_iso_country
Chita-Kadala International Airport,치타-카달라 국제공항,HTA,EU,RU
Bratsk Airport,브라츠크 공항,BTK,AS,RU
Ust-Ilimsk Airport,우스트-일림스크 공항,UIK,AS,RU
Irkutsk International Airport,이르쿠츠크 국제공항,IKT,EU,RU
Bodaybo Airport,보다이보 공항,ODO,AS,RU
Yerbogachen Airport,예르보가헨 공항,ERG,AS,RU
Kirensk Airport,키렌스크 공항,KCK,AS,RU
Preobrazheniye Airport,프레오브라제니예 공항,RZH,AS,RU
Ust-Kut Airport,우스트쿠트 공항,UKX,AS,RU
Baikal International Airport,바이칼 국제공항,UUD,EU,RU
Ujae Atoll Airport,우재환초공항,UJE,OC,MH
Uljin Airport,울진공항,UJN,AS,KR
Boryspil International Airport,보리스필 국제공항,KBP,EU,UA
Kramatorsk Airport,크라마토르스크 공항,KRQ,EU,UA
Mariupol International Airport,마리우폴 국제공항,MPW,EU,UA
Sievierodonetsk Airport,시비에도네츠크 공항,SEV,EU,UA
Dnipro International Airport,드니프로 국제공항,DNK,EU,UA
Zaporizhzhia International Airport,자포리지아 국제공항,OZH,EU,UA
Kryvyi Rih International Airport,크리비 리 국제공항,KWG,EU,UA
Sevastopol International Airport,세바스토폴 국제공항,UKS,EU,UA
Simferopol International Airport,심페로폴 국제공항,SIP,EU,UA
Kerch Airport,케르치 공항,KHC,EU,UA
Mukhaizna Airport,무카이즈나 공항,UKH,AS,OM
Kharkiv International Airport,카르키프 국제공항,HRK,EU,UA
Suprunovka Airport,수프루노프카 공항,PLV,EU,UA
Sumy Airport,수미 공항,UMY,EU,UA
Cherkasy International Airport,체르카시 국제공항,CKC,EU,UA
Kirovograd Airport,키로보그라드 공항,KGO,EU,UA
Ihor Sikorsky Kyiv International Airport (Zhuliany),이호르 시코르스키 키예프 국제공항(줄리아니),IEV,EU,UA
Zhytomyr Airport,지토미르 공항,ZTR,EU,UA
Lutsk Airport,루츠크 공항,UCK,EU,UA
Khmelnytskyi Airport,크멜니츠키 공항,HMJ,EU,UA
Ivano-Frankivsk International Airport,이바노-프란키브스크 국제공항,IFO,EU,UA
Lviv International Airport,리비프 국제공항,LWO,EU,UA
Chernivtsi International Airport,체르니우치 국제공항,CWC,EU,UA
Rivne International Airport,리브네 국제공항,RWN,EU,UA
Ternopil International Airport,테르노필 국제공항,TNL,EU,UA
Uzhhorod International Airport,우주호로드 국제공항,UDJ,EU,UA
Kherson International Airport,헤르손 국제공항,KHE,EU,UA
Mykolaiv International Airport,미콜라이프 국제공항,NLV,EU,UA
Odessa International Airport,오데사 국제공항,ODS,EU,UA
Vinnytsia/Gavyryshivka International Airport,빈니차/가비리시브카 국제공항,VIN,EU,UA
Talagi Airport,탈라기 공항,ARH,EU,RU
Vaskovo Airport,바스코보 공항,VKV,EU,RU
Leshukonskoye Airport,레슈콘스코예 공항,LDG,EU,RU
Naryan Mar Airport,나리얀 마르 공항,NNM,AS,RU
Solovki Airport,솔로브키 공항,CSH,AS,RU
Cherepovets Airport,체레포베츠 공항,CEE,EU,RU
Amderma Airport,암데르마 공항,AMV,AS,RU
Varandey Airport,바란디 공항,VRI,AS,RU
Majeed Bin Abdulaziz Airport,마지드 빈 압둘아지즈 공항,ULH,AS,SA
Kotlas Airport,코틀라스 공항,KSZ,EU,RU
Pulkovo Airport,풀코보 공항,LED,EU,RU
Kirovsk-Apatity Airport,키롭스크-아파티티 공항,KVK,AS,RU
Murmansk Airport,무르만스크 공항,MMK,EU,RU
Pskov Airport,프스코프 공항,PKV,EU,RU
Petrozavodsk Airport,페트로자보츠크 공항,PES,EU,RU
Vologda Airport,볼로그다 공항,VGD,EU,RU
Brest Airport,브레스트 공항,BQT,EU,BY
Gomel Airport,고멜 공항,GME,EU,BY
Vitebsk Vostochny Airport,비테브스크 보스토치니 공항,VTB,EU,BY
Khrabrovo Airport,크라브로보 공항,KGD,EU,RU
Hrodna Airport,흐로드나 공항,GNA,EU,BY
Minsk National Airport,민스크 국립공항,MSQ,EU,BY
Mogilev Airport,모길레프 공항,MVQ,EU,BY
Abakan International Airport,아바칸 국제공항,ABA,EU,RU
Barnaul Airport,바르나울 공항,BAX,AS,RU
Gorno-Altaysk Airport,고르노알타이스크 공항,RGK,EU,RU
Kemerovo Airport,케메로보 공항,KEJ,AS,RU
Baykit Airport,베이킷 공항,BKA,AS,RU
Yeniseysk Airport,예니세이스크 공항,EIE,AS,RU
Yartsevo Airport,야르체보 공항,YAE,AS,RU
Podkamennaya Tunguska Airport,포드카멘나야 퉁구스카 공항,TGP,EU,RU
Severo-Yeniseysk Airport,세베로-예니세이스크 공항,VEO,AS,RU
Tura Mountain Airport,투라 마운틴 공항,GOY,AS,RU
Vanavara Airport,바나바라 공항,VAQ,AS,RU
Boguchany Airport,보구차니 공항,BGS,AS,RU
Kodinsk Airport,코딘스크 공항,KNY,AS,RU
Krasnoyarsk International Airport,크라스노야르스크 국제공항,KJA,EU,RU
Krasnoyarsk Cheremshanka Airport,크라스노야르스크 체렘샨카 공항,KCY,AS,RU
Achinsk Airport,아친스크 공항,ACS,EU,RU
Kyzyl Airport,키질 공항,KYZ,AS,RU
Novosibirsk Tolmachevo Airport,노보시비르스크 톨마체보 공항,OVB,EU,RU
Omsk Central Airport,옴스크 중앙공항,OMS,AS,RU
Strezhevoy Airport,스트레제보이 공항,SWT,AS,RU
Bogashevo Airport,보가셰보 공항,TOF,AS,RU
Spichenkovo Airport,스피첸코보 공항,NOZ,EU,RU
Dikson Airport,딕슨 공항,DKS,AS,RU
Khatanga Airport,카탕가 공항,HTG,AS,RU
Svetlogorsk Airport,스베트로고르스크 공항,SES,AS,RU
Igarka Airport,이가르카 공항,IAA,AS,RU
Norilsk-Alykel Airport,노릴스크-알리켈 공항,NSK,AS,RU
Turukhansk Airport,투루칸스크 공항,THX,AS,RU
Anapa Vityazevo Airport,아나파 비티아제보 공항,AAQ,EU,RU
Yeysk Airport,예이스크 공항,EIK,EU,RU
Gelendzhik Airport,겔렌지크 공항,GDZ,EU,RU
Krasnodar Pashkovsky International Airport,크라스노다르 파슈코프스키 국제공항,KRR,EU,RU
Makhachkala Uytash International Airport,마하치칼라 우이타쉬 국제공항,MCX,EU,RU
Mineralnyye Vody Airport,미네랄니예 보디 공항,MRV,EU,RU
Nalchik Airport,날치크 공항,NAL,EU,RU
Vladikavkaz Beslan International Airport,블라디캅카즈 베슬란 국제공항,OGZ,EU,RU
Magas Airport,하이 공항,IGT,AS,RU
Platov International Airport,샐러리 국제공항,ROV,EU,RU
Taganrog Yuzhny Airport,타간로그 유즈니 공항,TGK,EU,RU
Sochi International Airport,소치 국제공항,AER,EU,RU
Astrakhan Narimanovo Boris M. Kustodiev International Airport,아스트라한 나리마노보 보리스 M. 쿠스토디예프 국제공항,ASF,AS,RU
Elista Airport,엘리스타 공항,ESL,EU,RU
Volgograd International Airport,볼고그라드 국제공항,VOG,EU,RU
Williston Basin International Airport,윌리스턴 분지 국제공항,XWA,NA,US
Spirit Lake Municipal Airport,스피릿 레이크 시립공항,RTL,NA,US
Mertarvik Airport,메르타르빅 공항,WWT,NA,US
Pilot Station Airport,파일럿 스테이션 공항,PQS,NA,US
Chelyabinsk Balandino Airport,첼랴빈스크 발란디노 공항,CEK,EU,RU
Magnitogorsk International Airport,마그니토고르스크 국제공항,MQF,EU,RU
Sabetta International Airport,사베타 국제공항,SBT,AS,RU
Bovanenkovo Airport,보바넨코보 공항,BVJ,AS,RU
Salekhard Airport,살레하르트 공항,SLY,AS,RU
Mys Kamenny Airport,미스 카메니 공항,YMK,EU,RU
Krasnoselkup Airport,크라스노셀쿠프 공항,KKQ,EU,RU
Tarko-Sale Airport,트랩세일 공항,TQL,EU,RU
Urengoy Airport,우렌고이 공항,UEN,EU,RU
Berezovo Airport,베레조보 공항,EZV,AS,RU
Khanty Mansiysk Airport,한티만시스크 공항,HMA,AS,RU
Igrim Airport,이그림 공항,IRM,AS,RU
Kondinskoye Airport,콘딘스코예 공항,KXD,AS,RU
Nyagan Airport,냐간 공항,NYA,EU,RU
Sovetskiy Airport,소베츠키 공항,OVS,AS,RU
Uray Airport,우레이 공항,URJ,AS,RU
Beloyarskiy Airport,벨로야르스키 공항,EYK,EU,RU
Izhevsk Airport,이제프스크 공항,IJK,EU,RU
Pobedilovo Airport,포베딜로보 공항,KVX,EU,RU
Nadym Airport,나딤 공항,NYM,AS,RU
Novy Urengoy Airport,노비 우렌고이 공항,NUX,AS,RU
Nizhnevartovsk Airport,니즈네바르톱스크 공항,NJC,AS,RU
Perm International Airport,페름 국제공항,PEE,EU,RU
Kogalym International Airport,코갈림 국제공항,KGP,AS,RU
Nefteyugansk Airport,네프테유간스크 공항,NFG,AS,RU
Noyabrsk Airport,노야브르스크 공항,NOJ,AS,RU
Surgut Airport,수르구트 공항,SGC,AS,RU
Koltsovo Airport,콜초보 공항,SVX,AS,RU
Remezov Airport,레메조프 공항,RMZ,AS,RU
Tobolsk Airport,토볼스크 공항,TOX,AS,RU
Roshchino International Airport,로시치노 국제공항,TJM,AS,RU
Kurgan Airport,쿠르간 공항,KRO,AS,RU
Balkanabat Airport,발카나바트 공항,BKN,AS,TM
Monument Valley Airport,모뉴먼트 밸리 공항,GMV,NA,US
Ashgabat International Airport,아시가바트 국제공항,ASB,AS,TM
Turkmenbashi International Airport,투르크멘바시 국제공항,KRW,AS,TM
Mary International Airport,메리 국제공항,MYP,AS,TM
Dushanbe Airport,두샨베 공항,DYU,AS,TJ
Kulob Airport,에어포트 클럽,TJU,AS,TJ
Khujand Airport,후잔트 공항,LBD,AS,TJ
Qurghonteppa International Airport,쿠르곤테파 국제공항,KQT,AS,TJ
Andizhan Airport,안디잔 공항,AZN,AS,UZ
Fergana International Airport,페르가나 국제공항,FEG,AS,UZ
Kokand Airport,코칸드 공항,OQN,AS,UZ
Namangan Airport,나만간 공항,NMA,AS,UZ
Muynak Airport,무이낙 공항,MOK,AS,UZ
Nukus Airport,누쿠스 공항,NCU,AS,UZ
Urgench Airport,우르겐치 공항,UGC,AS,UZ
Navoi Airport,나보이 공항,NVI,AS,UZ
Bukhara International Airport,부하라 국제공항,BHK,AS,UZ
Karshi Airport,카르시 공항,KSQ,AS,UZ
Sugraly Airport,수그라리 공항,AFS,AS,UZ
Samarkand Airport,사마르칸트 공항,SKD,AS,UZ
Termez Airport,테르메스 공항,TMJ,AS,UZ
Tashkent International Airport,타슈켄트 국제공항,TAS,AS,UZ
Kostroma Sokerkino Airport,코스트로마 소케르키노 공항,KMW,EU,RU
Grabtsevo Airport,그라브체보 공항,KLF,EU,RU
Ivanovo South Airport,이바노보 남부 공항,IWA,EU,RU
Staroselye Airport,스타로셀리 공항,RYB,AS,RU
Bryansk Airport,브랸스크 공항,BZK,EU,RU
Zhukovsky International Airport,주코프스키 국제공항,ZIA,EU,RU
Domodedovo International Airport,도모데도보 국제공항,DME,EU,RU
Tunoshna Airport,투노쉬나 공항,IAR,EU,RU
Sheremetyevo International Airport,셰레메티예보 국제공항,SVO,EU,RU
Ostafyevo International Airport,오스타피예보 국제공항,OSF,EU,RU
Belgorod International Airport,벨고로드 국제공항,EGO,EU,RU
Kursk East Airport,쿠르스크 동부 공항,URS,EU,RU
Lipetsk Airport,리페츠크 공항,LPK,EU,RU
Voronezh International Airport,보로네시 국제공항,VOZ,EU,RU
Donskoye Airport,돈스코예 공항,TBW,AS,RU
Manumu Airport,마누무 공항,UUU,OC,PG
Turlatovo Airport,Turlatovo 공항,RZN,EU,RU
Vnukovo International Airport,브누코보 국제공항,VKO,EU,RU
Ukhta Airport,우흐타 공항,UCT,AS,RU
Pechora Airport,페초라 공항,PEX,EU,RU
Usinsk Airport,우신스크 공항,USK,AS,RU
Vorkuta Airport,보르쿠타 공항,VKT,AS,RU
Ust-Tsylma Airport,우스트-칠마 공항,UTS,AS,RU
Syktyvkar Airport,식팁카르 공항,SCW,EU,RU
Nizhny Novgorod Strigino International Airport,니즈니노브고로드 스트리기노 국제공항,GOJ,EU,RU
Bugulma Airport,부굴마 공항,UUA,AS,RU
Kazan International Airport,카잔 국제공항,KZN,EU,RU
Begishevo Airport,베기셰보 공항,NBC,EU,RU
Yoshkar-Ola Airport,요시카르올라 공항,JOK,EU,RU
Cheboksary Airport,체복사리 공항,CSY,EU,RU
Zhigansk Airport,지간스크 공항,ZIX,AS,RU
Ulyanovsk Baratayevka Airport,울리야놉스크 바라타예프카 공항,ULV,EU,RU
Ulyanovsk East Airport,울리야놉스크 동부 공항,ULY,EU,RU
Orenburg Central Airport,오렌부르크 중앙공항,REN,EU,RU
Orsk Airport,오르스크 공항,OSW,AS,RU
Penza Airport,펜자 공항,PEZ,EU,RU
Saransk Airport,사란스크 공항,SKX,EU,RU
Balakovo Airport,발라코보 공항,BWO,AS,RU
Gagarin International Airport,가가린 국제공항,GSV,EU,RU
Beloretsk Airport,벨로레츠크 공항,BCX,AS,RU
Oktyabrskiy Airport,옥탸브리스키 공항,OKT,AS,RU
Ufa International Airport,우파 국제공항,UFA,EU,RU
Kurumoch International Airport,쿠루모치 국제공항,KUF,EU,RU
Shahrisabz Southwest Airport,샤흐리삽즈 사우스웨스트 공항,RBZ,AS,UZ
Urzhar Airport,우르자르 공항,UZR,AS,KZ
Gondia Airport,곤디아 공항,GDB,AS,IN
Sardar Vallabh Bhai Patel International Airport,사다르 발라브 바이 파텔 국제공항,AMD,AS,IN
Akola Airport,아콜라 공항,AKD,AS,IN
Aurangabad Airport,아우랑가바드 공항,IXU,AS,IN
Chhatrapati Shivaji International Airport,차트라파티 시바지 국제공항,BOM,AS,IN
Bilaspur Airport,비라스푸르 공항,PAB,AS,IN
Bhuj Airport,부지 공항,BHJ,AS,IN
Belagavi Airport,벨라가비 공항,IXG,AS,IN
Vadodara Airport,바도다라 공항,BDQ,AS,IN
Raja Bhoj International Airport,라자 보지 국제공항,BHO,AS,IN
Bhavnagar Airport,바브나가르 공항,BHU,AS,IN
Daman Airport,다만 공항,NMB,AS,IN
Dabolim Airport,다볼림 공항,GOI,AS,IN
Hubli Airport,후블리 공항,HBX,AS,IN
Rajkot International Airport,라지코트 국제공항,HSR,AS,IN
Devi Ahilyabai Holkar Airport,데비 아릴야바이 홀카르 공항,IDR,AS,IN
Jabalpur Airport,자발푸르 공항,JLR,AS,IN
Jamnagar Airport,잠나가르 공항,JGA,AS,IN
Kandla Airport,칸들라 공항,IXY,AS,IN
Khajuraho Airport,카주라호 공항,HJR,AS,IN
Kolhapur Airport,콜라푸르 공항,KLH,AS,IN
Keshod Airport,케쇼드 공항,IXK,AS,IN
Nanded Airport,난데드 공항,NDC,AS,IN
Dr. Babasaheb Ambedkar International Airport,박사. 바바사헤브 암베드카르 국제공항,NAG,AS,IN
Nashik Airport,나시크 공항,ISK,AS,IN
Pune Airport / Lohagaon Air Force Station,푸네 공항 / 로하가온 공군기지,PNQ,AS,IN
Porbandar Airport,포르반다르 공항,PBD,AS,IN
Ratnagiri Airport,라트나기리 공항,RTC,AS,IN
Rajkot Airport,라지코트 공항,RAJ,AS,IN
Swami Vivekananda Airport,스와미 비베카난다 공항,RPR,AS,IN
Shirdi Airport,쉬르디 공항,SAG,AS,IN
Solapur Airport,솔라푸르 공항,SSE,AS,IN
Maharana Pratap Airport,마하라나 프라탑 공항,UDR,AS,IN
Bandaranaike International Colombo Airport,반다라나이케 국제 콜롬보 공항,CMB,AS,LK
Anuradhapura Airport,아누라다푸라 공항,ACJ,AS,LK
Batticaloa Airport,바티칼로아 공항,BTC,AS,LK
Colombo Ratmalana Airport,콜롬보 라트말라나 공항,RML,AS,LK
Ampara Airport,암파라 공항,ADP,AS,LK
Jaffna International Airport,자프나 국제공항,JAF,AS,LK
Koggala Airport,코갈라 공항,KCT,AS,LK
China Bay Airport,차이나 베이 공항,TRR,AS,LK
Weerawila Airport,위라윌라 공항,WRZ,AS,LK
Mattala Rajapaksa International Airport,마탈라 라자팍사 국제공항,HRI,AS,LK
Battambang Airport,바탐방 공항,BBM,AS,KH
Kampong Chhnang Airport,캄퐁 치낭 공항,KZC,AS,KH
Koh Kong Airport,코콩 공항,KKZ,AS,KH
Mondulkiri Airport,몬둘키리 공항,MWV,AS,KH
Phnom Penh International Airport,프놈펜 국제공항,PNH,AS,KH
Ratanakiri Airport,라타나키리 공항,RBE,AS,KH
Siem Reap-Angkor International Airport,씨엠립 앙코르 국제공항,SAI,AS,KH
Sihanoukville International Airport,시아누크빌 국제공항,KOS,AS,KH
Krakor Airport,크라코르 공항,KZD,AS,KH
Lagunillas Airport,라구닐라스 공항,LGY,SA,VE
Kamarata Airport,카마라타 공항,KTV,SA,VE
Macagua Airport,마카과 공항,SFX,SA,VE
San Salvador de Paul Airport,산살바도르 데 폴 공항,SVV,SA,VE
Wonken Airport,원켄 공항,WOK,SA,VE
Darbhanga Airport,다르방가 공항,DBR,AS,IN
Azamgarh Airport,아잠가르 공항,AZH,AS,IN
Agartala - Maharaja Bir Bikram Airport,아가르탈라 - 마하라자 비르 비크람 공항,IXA,AS,IN
Bagdogra Airport,바그도그라 공항,IXB,AS,IN
Balurghat Airport,발루르가트 공항,RGH,AS,IN
Shillong Airport,실롱 공항,SHL,AS,IN
Biju Patnaik Airport,비주 파트나익 공항,BBI,AS,IN
Netaji Subhash Chandra Bose International Airport,네타지 수바시 찬드라 보스 국제공항,CCU,AS,IN
Cooch Behar Airport,쿠치 베하르 공항,COH,AS,IN
Chitrakoot Airport,치트라쿠트 공항,CWK,AS,IN
Dhanbad Airport,단바드 공항,DBD,AS,IN
Kazi Nazrul Islam Airport,카지 나즈룰 이슬람 공항,RDP,AS,IN
Gorakhpur Airport,고락푸르 공항,GOP,AS,IN
Lokpriya Gopinath Bordoloi International Airport,록프리야 고피나스 보르돌로이 국제공항,GAU,AS,IN
Gaya Airport,가야 공항,GAY,AS,IN
Imphal Airport,임팔 공항,IMF,AS,IN
Jharsuguda Airport,자르수구다 공항,JRG,AS,IN
Jeypore Airport,제이포어 공항,PYB,AS,IN
Sonari Airport,소나리 공항,IXW,AS,IN
Jorhat Airport,조르하트 공항,JRH,AS,IN
Kushinagar International Airport,쿠시나가라 국제공항,KBK,AS,IN
Kamalpur Airport,카말푸르 공항,IXQ,AS,IN
Kailashahar Airport,카일라샤하르 공항,IXH,AS,IN
Silchar Airport,실차르 공항,IXS,AS,IN
Khowai Airport,코와이 공항,IXN,AS,IN
Lengpui Airport,렝푸이 공항,AJL,AS,IN
Lilabari North Lakhimpur Airport,릴라바리 노스 라힘푸르 공항,IXI,AS,IN
Malda Airport,말다 공항,LDA,AS,IN
Dibrugarh Airport,디브루가 공항,DIB,AS,IN
Dimapur Airport,디마푸르 공항,DMU,AS,IN
Muzaffarpur Airport,무자파르푸르 공항,MZU,AS,IN
Pasighat Airport,파시가트 공항,IXT,AS,IN
Jay Prakash Narayan Airport,제이 프라카시 나라얀 공항,PAT,AS,IN
Birsa Munda Airport,비르사 문다 공항,IXR,AS,IN
Rourkela Airport,루켈라 공항,RRK,AS,IN
Rupsi Airport,루시 공항,RUP,AS,IN
Tezpur Airport,테즈푸르 공항,TEZ,AS,IN
Visakhapatnam Airport,비사카파트남 공항,VTZ,AS,IN
Ziro Airport,제로 공항,ZER,AS,IN
Barisal Airport,바리살 공항,BZL,AS,BD
Cox's Bazar Airport,콕스 바자르 공항,CXB,AS,BD
Comilla Airport,코밀라 공항,CLA,AS,BD
Shah Amanat International Airport,샤 아마나트 국제공항,CGP,AS,BD
Ishurdi Airport,이슈르디 공항,IRD,AS,BD
Jessore Airport,제소르 공항,JSR,AS,BD
Shah Mokhdum Airport,샤목둠 공항,RJH,AS,BD
Saidpur Airport,사이드푸르 공항,SPD,AS,BD
Thakurgaon Airport,타쿠르가온 공항,TKR,AS,BD
Shamshernagar Airport,샴셰르나가르 공항,ZHM,AS,BD
Osmany International Airport,오스마니 국제공항,ZYL,AS,BD
Hazrat Shahjalal International Airport,하즈라트 샤잘랄 국제공항,DAC,AS,BD
Hong Kong International Airport,홍콩 국제공항,HKG,AS,HK
Prayagraj Airport,프라야그라즈 공항,IXD,AS,IN
Sri Guru Ram Dass Jee International Airport,스리 구루 람 다스 지 국제공항,ATQ,AS,IN
Adampur Airport,아담푸르 공항,AIP,AS,IN
Nal Airport,날 공항,BKB,AS,IN
Lal Bahadur Shastri Airport,랄 바하두르 샤스트리 공항,VNS,AS,IN
Kullu Manali Airport,쿨루 마날리 공항,KUU,AS,IN
Chandigarh International Airport,찬디가르 국제공항,IXC,AS,IN
Kanpur Airport,칸푸르 공항,KNU,AS,IN
Dehradun Jolly Grant Airport,데라둔 졸리 그랜트 공항,DED,AS,IN
Indira Gandhi International Airport,인디라 간디 국제공항,DEL,AS,IN
Hindon Airport / Hindon Air Force Station,힌돈 공항/힌돈 공군 기지,HDO,AS,IN
Kangra Airport,캉그라 공항,DHM,AS,IN
Gwalior Airport,그와리오르 공항,GWL,AS,IN
Hisar Airport,히사르 공항,HSS,AS,IN
Jodhpur Airport,조드푸르 공항,JDH,AS,IN
Jaipur International Airport,자이푸르 국제공항,JAI,AS,IN
Jaisalmer Airport,자이살메르 공항,JSA,AS,IN
Jammu Airport,잠무 공항,IXJ,AS,IN
Kishangarh Airport Ajmer,키샹가르 공항 아지메르,KQH,AS,IN
Kota Airport,에어포트 시티,KTU,AS,IN
Ludhiana Airport,루드히아나 공항,LUH,AS,IN
Chaudhary Charan Singh International Airport,차우다리 차란 싱 국제공항,LKO,AS,IN
Pathankot Airport,파탄코트 공항,IXP,AS,IN
Pantnagar Airport,판트나가르 공항,PGH,AS,IN
Shimla Airport,심라 공항,SLV,AS,IN
Sheikh ul Alam International Airport,셰이크 울 알람 국제공항,SXR,AS,IN
Satna Airport,사트나 공항,TNI,AS,IN
Shravasti Airport,슈라바스티 공항,VSV,AS,IN
Gurue Airport,구루에 공항,VJQ,AF,MZ
Attopeu Airport,아토페우 공항,AOU,AS,LA
Ban Huoeisay Airport,반 후오이세이 공항,HOE,AS,LA
